Country,Project,Main_fuel,Other_fuels,Location,Status,Capacity,Began_operations,Owner,Capital,CompanyHQ,Shareholders,Notes,Links,Latitude,Longitude,capacity_old,Fuel_test
México,CCC Agua Prieta II,Gas natural,Solar y vapor,"Agua Prieta, Sonora",Activa,409,2016,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,https://www.elecnor.com/proyectos/central-de-ciclo-combinado-agua-prieta-mexico,31.2627917,-109.59189,409,Gas
México,CCC Norte III,Gas natural,,"Ciudad Juárez, Chihuahua",Activa,907,2020,"Macquarie Group Limited, Techint Ingeniería y Construcción e InfraRed Capital Partners Limited",Privado,Ciudad de México,,,https://www.proyectosmexico.gob.mx/proyecto_inversion/222-ciclo-combinado-norte-iii-juarez/,31.4729528,-106.47125,907,Gas
México,CCC Noroeste,Gas natural,,"Ahome, Sinaloa",Activa,911,2019,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolageneracionmexico.com/ciclo-combinado-topolobampo-ii/,25.9731404,-108.99138,911,Gas
México,CCC Noreste,Gas natural,,"Escobedo, Nuevo León",Activa,857,2019,Iberdrola,Privado,Ciudad de México,,,https://www.proyectosmexico.gob.mx/proyecto_inversion/220-planta-de-ciclo-combinado-noreste/,25.8698817,-100.36015,857,Gas
México,CCC Topolobampo III,Gas natural,,"Ahome, Sinaloa",En construcción,779,,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolageneracionmexico.com/ciclo-combinado-topolobampo-iii/,25.9723206,-108.99591,779,Gas
México,CCC Baja California III,Gas natural,,"Ensenada, Baja California",Activa,324,2017,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrola.com/conocenos/lineas-negocio/proyectos-emblematicos/central-ciclo-combinado-baja-california-iii,31.9923082,-116.85189,324,Gas
México,CCC Dulces Nombres II,Gas natural,,"Monterrey, Nuevo León",Activa,303,2016,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolageneracionmexico.com/ciclo-combinado-dulces-nombres-ii/,25.7174407,-100.09819,303,Gas
México,CCC Dulces Nombres,Gas natural,,"Monterrey, Nuevo León",Activa,962,2002,Iberdrola,Privado,Ciudad de México,,,,25.7189497,-100.0963,962,Gas
México,CCC El Carmen,Gas natural,,"El Carmen, Nuevo León",Activa,866,2019,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolamexico.com/entra-en-operacion-la-primera-central-de-iberdrola-mexico-destinada-a-vender-a-clientes-industriales-en-el-mercado-electrico-mayorista/,25.8638889,-100.36778,866,Gas
México,CCC La Laguna II,Gas natural,,"Durango, Durango",Activa,538,2005,Iberdrola,Privado,Ciudad de México,,,,25.601,-103.468,538,Gas
México,CCC Altamira III y IV,Gas natural,,"Altamira, Tamaulipas",Activa,1036,2003,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolageneracionmexico.com/wp-content/uploads/mapa/index.php,22.4940217,-97.90168,"1,036",Gas
México,CCC Altamira V,Gas natural,,"Altamira, Tamaulipas",Activa,1093,2006,Iberdrola,Privado,Ciudad de México,,,,22.5000286,-97.905951,"1,093",Gas
México,CCC Tamazunchale,Gas natural,,"Tamazunchale, San Luis Potosí",Activa,1179,2007,Iberdrola,Privado,Ciudad de México,,,https://www.iberdrolageneracionmexico.com/ciclo-combinado-tamazunchale/,21.2580214,-98.786488,"1,179",Gas
México,CCC San Luis de la Paz,Gas natural,,"San Luis de la Paz, Guanajuato",Activa,220,2016,Saavi Energía,Privado,Ciudad de México,,,https://www.saavienergia.com/inicio,21.2449824,-100.61043,220,Gas
México,CCC Chihuahua III,Gas natural,,"Chihuahua, Chihuahua",Activa,271,2003,Saavi Energía,Privado,Ciudad de México,,,,31.3325984,-106.48859,271,Gas
México,CCC Termoeléctrica de Mexicali,Gas natural,,"Mexicali, Baja California",Activa,625,2003,Termoeléctrica de Mexicali,Privado,Ciudad de México,,,https://termoelectricamexicali.com/,32.6004631,-115.66236,625,Gas
México,CCC La Rosita,Gas natural,,"Mexicali, Baja California",Activa,1065,2003,Saavi Energía,Privado,Ciudad de México,,,,32.5988186,-115.6287,"1,065",Gas
México,CCC Campeche,Gas natural,,"Palizada, Campeche",Activa,225,2003,Saavi Energía,Privado,Ciudad de México,,,,17.939615,-91.733137,225,Gas
México,CCC El Sauz,Gas natural,,"Pedro Escobedo, Querétaro",Activa,591,1981,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,https://www.gob.mx/presidencia/articulos/version-estenografica-visita-tecnica-a-la-central-ciclo-combinado-el-sauz?idiom=es,20.4572126,-100.1205,591,Gas
México,CCC Norte,Gas natural,Vapor,"Durango, Durango",Activa,450,2010,Naturgy,Privado,Ciudad de México,,,https://globalpowergeneration-int.azurewebsites.net/es/proyectos/mexico/,24.222515,-104.48198,450,Gas
México,CCC San Lorenzo,Gas natural,,"Cuautlancingo, Puebla",Activa,455,2009,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,19.1205186,-98.246286,455,Gas
México,CCC Empalme I,Gas natural,Vapor,"Guaymas, Sonora",Activa,770,2019,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,27.93167,-110.8027,770,Gas
México,CCC Empalme II,Gas natural,Vapor,"Guaymas, Sonora",Activa,791,2019,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,27.9456,-110.78956,791,Gas
México,CCC Manzanillo II,Gas natural,,"Manzanillo, Colima",Activa,1413,1988,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,19.0245214,-104.32128,"1,413",Gas
México,CCC Poza Rica,Gas natural,Vapor,"Poza Rica, Veracruz",Activa,255,2013,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,20.5269129,-97.494941,255,Gas
México,CCC Hermosillo,Gas natural,Vapor,"Hermosillo, Sonora",Activa,263,2001,Naturgy,Privado,Ciudad de México,,,https://globalpowergeneration-int.azurewebsites.net/es/proyectos/mexico/,29.0944271,-111.09693,263,Gas
México,CCC Naco Nogales,Gas natural,,"Agua Prieta, Sonora",Activa,300,2003,Naturgy,Privado,Ciudad de México,,,,31.2223071,-109.60781,300,Gas
México,CCC Tuxpan III y IV,Gas natural,Vapor,"Tuxpan, Veracruz",Activa,1007,2003,Naturgy,Privado,Ciudad de México,,,,20.8381976,-97.253637,"1,007",Gas
México,CCC La Caridad,Gas natural,Vapor,"Nacozari, Sonora",Activa,250,2013,Grupo México,Privado,Ciudad de México,,,https://www.gmexico.com/Pages/Protege.aspx,30.521969,-109.62401,250,Gas
México,CCC San Luis Potosí,Gas natural,,"San Luis Potosí, San Luis Potosí",Activa,343,2019,"Ranman Energy, S.AP.I de C.V.",Privado,Ciudad de México,,,,22.0241506,-100.89411,343,Gas
México,CCC Mérida III,Gas natural,,"Mérida, Yucatán",Activa,500,1997,AES,Privado,Ciudad de México,,falls into Asia,http://www.aesmex.com/inicio/quienes-somos/nuestro-negocio/aes-merida-iii/,20.9333442,-89.6987343,500,Gas
México,CCC Valladolid III,Gas natural,,"Valladolid, Yucatán",Activa,525,2006,Mitsui/Chubu Electric,Privado,Ciudad de México,,falls into Asia,,20.695,-88.205,525,Gas
México,"CCC Río Bravo II, III y IV",Gas natural,,"Valle Hermoso, Tamaulipas",Activa,1500,2004,Mitsui,Privado,Ciudad de México,,,https://www.mitsui.com/mx/es/business/1217103_9509.html,25.8003162,-97.78214,1500,Gas
México,CCC Saltillo,Gas natural,,"Saltillo, Coahuila",Activa,248,2001,Mitsui,Privado,Ciudad de México,,,,25.5952454,-100.90977,248,Gas
México,CCC Huinalá,Gas natural,Vapor,"Pesquería, Nuevo León",Activa,378,1981,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,25.7219337,-100.10354,378,Gas
México,CCC Huinalá II,Gas natural,,"Pesquería, Nuevo León",Activa,471,2000,Comisión Federal de Electricidad (CFE),Estatal,Ciudad de México,100% estatal,,,25.7199812,-100.1011,471,Gas
Argentina,Generación Costanera,Gas natural,,Ciudad Autónoma de Buenos Aires,Activa,1982,1/9/83,ENEL Argentina,Privado,Ciudad de Buenos Aires,Privado,,https://www.enel.com.ar/es.html,-34.626,-58.3393,"1,982.20",Carbón
Argentina,Nuevo Puerto,Gas natural,Carbón,Ciudad Autónoma de Buenos Aires,Activa,1218,10/6/05,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/,-34.5721,-58.3835,"1,217.70",Gas
Argentina,Dock Sud,Gas natural,Otro,"Avellaneda, Buenos Aires",Activa,872,1/1/99,Central Dock Sud S.A.,Privado,"Avellaneda, Provincia de Buenos Aires",Privado,,https://www.cdssa.com.ar/,-34.6533,-58.342,872.3,Gas
Argentina,Central Termoeléctrica Manuel Belgrano,Gas natural,Otro,"General Güemes, Salta",Activa,868,1/7/08,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/lugares/termoelectrica-manuel-belgrano-s/,-24.6894,-65.0425,868.2,Gas
Argentina,Central Termoeléctrica Timbúes,Gas natural,Otro,"San Lorenzo, Santa Fe",Activa,865,1/7/08,Central Termoeléctrica José de San Martín (TMS),Privado,"Timbúes, Santa Fe",Privado,,http://www.tsm.com.ar/,-32.5778,-60.791,865.14,Gas
Argentina,Central Térmica AES Paraná,Otro,Gas natural,"Paraná, Entre Ríos",Activa,845,23/06/1905,AES Generación Argentina S.A.,Privado,"San Nicolás de los Arroyos, Provincia de Buenos Aires",Privado,,https://www1.aesargentina.com.ar/,-33.3549,-60.1718,845.26,Otro
Argentina,Central Térmica Genelba,Gas natural,Otro,"Marcos Paz, Buenos Aires",Activa,674,1/7/97,Pampa Energía S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://ri.pampaenergia.com/nuestros-Activas/electricidad/generacion/ctgeba/,-34.9027,-58.7334,673.6,Gas
Argentina,San Nicolás,Carbón,Gas natural,"San Nicolás, Buenos Aires",Activa,644,1/4/65,AES Argentina Generación S.A.,Privado,"San Nicolás de los Arroyos, Provincia de Buenos Aires",Privado,,https://www1.aesargentina.com.ar/,-33.3562,-60.1729,644,Carbón
Argentina,Central Térmica de Ciclo Combinado Salta,Gas natural,Otro,"General Güemes, Salta",Activa,643,1/4/99,AES Argentina Generación S.A.,Privado,"San Nicolás de los Arroyos, Provincia de Buenos Aires",Privado,,https://www1.aesargentina.com.ar/,-24.7456,-65.0513,643,Gas
Argentina,Central Bahía Blanca (Piedra Buena),Carbón,,"Bahía Blanca, Buenos Aires",Activa,620,12/6/05,Pampa Energía S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://ri.pampaenergia.com/nuestros-Activas/electricidad/generacion/cpb/,-38.7872,-62.2536,620,Carbón
Argentina,Puerto Nuevo,Gas natural,,Ciudad Autónoma de Buenos Aires,Activa,589,1/5/65,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/,-34.5754,-58.3788,589,Carbón
Argentina,Central Térmica Ensenada de Barragán,Gas natural,,"Ensenada, Buenos Aires",Activa,567,,Pampa Energía S.A. - YPF S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://pampaenergia.com/,-34.8597,-57.9557,567,Gas
Argentina,Vuelta de Obligado,Gas natural,Carbón,"San Lorenzo, Santa Fe",Activa,560,,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/,-32.5807,-60.7903,560,Gas
Argentina,Luján de Cuyo,Gas natural,Carbón,"Luján de Cuyo, Mendoza",Activa,550,1/1/88,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/,-33.0551,-68.981,549.76,Gas
Argentina,Central Térmica Loma de la Lata,Gas natural,Otro,"Confluencia, Neuquén",Activa,540,1/5/99,Pampa Energía S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://ri.pampaenergia.com/nuestros-Activas/electricidad/generacion/ctll/,-38.5127,-68.6048,540,Gas
Argentina,Central Térmica Guillermo Brown,Gas natural,,"Tres de Febrero, Buenos Aires",Activa,524,,AES Argentina Generación S.A.,Privado,"San Nicolás de los Arroyos, Provincia de Buenos Aires",Privado,,https://www1.aesargentina.com.ar/,-34.6268,-58.5438,524,Gas
Argentina,Agua del Cajón,Gas natural,,"Confluencia, Neuquén",Activa,479,1/4/97,Capex S.A.,Privado,"Vicente López, Provincia de Buenos Aires",Privado,,https://www.capex.com.ar/,-38.9368,-68.3556,479.2,Otro
Argentina,Pilar Bicentenario,Gas natural,Otro,"Río Segundo, Córdoba",Activa,467,1/3/10,EPEC,Privado,"Córdoba, Córdoba",Privado,,https://www.epec.com.ar/,-31.6651,-63.8314,467,Gas
Argentina,Central Térmica Tucumán,Gas natural,Otro,"Leales, Tucumán",Activa,438,1/3/98,YPF S.A.,Mixto,Ciudad de Buenos Aires,Mixto,,,-26.9955,-65.166,438,Gas
Argentina,Central Térmica San Miguel de Tucumán,Gas natural,Otro,"Leales, Tucumán",Activa,397,1/5/99,YPF S.A.,Mixto,Ciudad de Buenos Aires,Mixto,,,-26.9955,-65.166,396.62,Gas
Argentina,Central Térmica Güemes,Gas natural,,"General Güemes, Salta",Activa,361,1/3/93,Pampa Energía S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://ri.pampaenergia.com/nuestros-Activas/electricidad/generacion/ctg/,-24.6894,-65.0425,361,Carbón
Argentina,Ex Central Buenos Aires,Gas natural,Otro,Ciudad Autónoma de Buenos Aires,Activa,321,,ENEL Argentina,Privado,Ciudad de Buenos Aires,Privado,,https://www.enel.com.ar/es.html,-34.627,-58.3382,321,Gas
Argentina,Central Térmica Brigadier López,Gas natural,,"La Capital, Santa Fe",Activa,280,5/7/05,Central Puerto S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://www.centralpuerto.com/es/,-31.7112,-60.7811,280,Gas
Argentina,Modesto Maranzana,Gas natural,Otro,"Río Cuarto, Córdoba",Activa,250,1/2/03,Albanesi S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://www.albanesi.com.ar/en_central_termica_m_maranzana.php,-33.1608,-64.3656,250,Gas
Argentina,Central Termoeléctrica Pluspetrol Norte,Gas natural,,"Leales, Tucumán",Activa,246,1/5/02,Genneia,Privado,"Olivos, Provincia de Buenos Aires",Privado,,https://www.genneia.com.ar/,-26.9955,-65.166,246,Gas
Argentina,Sorrento,Gas natural,,"Rosario, Santa Fe",Activa,226,1/2/62,Albanesi S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://www.albanesi.com.ar/en_central_termica_sorrento.php,-32.9053,-60.6807,226,Carbón
Argentina,Pilar Zanichelli,Gas natural,,"Río Segundo, Córdoba",Activa,216,1/3/71,EPEC,Estatal,"Córdoba, Córdoba",Estatal,,https://www.epec.com.ar/,-31.6662,-63.8344,216,Carbón
Argentina,Necochea,Gas natural ,,"Necochea, Buenos Aires",Activa,206,1/6/68,Centrales de la Costa Atlántica S.A.,Privado,"La Plata, Provincia de Buenos Aires",Privado,,https://www.centralesdelacosta.com.ar/,-38.5785,-58.7108,206,Carbón
Argentina,Mar del Plata (9 de Julio),Gas natural,Carbón,"General Pueyrredón, Buenos Aires",Activa,201,,Centrales de la Costa Atlántica S.A.,Privado,"La Plata, Provincia de Buenos Aires",Privado,,https://www.centralesdelacosta.com.ar/,-38.0495,-57.546,201.3,Gas
Argentina,Agua del Cajón (Generador del MEM),Gas natural,,"Confluencia, Neuquén",Activa,192,1/5/93,Capex S.A.,Privado,"Vicente López, Provincia de Buenos Aires",Privado,,https://www.capex.com.ar/,-38.9368,-68.3556,192,Gas
Argentina,Central Térmica Genelba Plus,Gas natural,,"Marcos Paz, Buenos Aires",Activa,165,,Pampa Energía S.A.,Privado,Ciudad de Buenos Aires,Privado,,https://ri.pampaenergia.com/nuestros-Activas/electricidad/generacion/ctgeba/,-34.9027,-58.7334,164.55,Gas
Argentina,Tenaris Siderca CETE II,Gas natural,,"Ramallo, Buenos Aires",Activa,163,20/06/1905,Siderca S.A.I.C.,Privado,"Campana, Provincia de Buenos Aires",Privado,,,-33.3655,-60.1435,163.2,Gas
Argentina,Comodoro Rivadavia,Gas natural,Otro,"Escalante, Chubut",Activa,141,12/6/05,Centrales Térmicas Patagonia S.A.,Mixto,Ciudad de Buenos Aires,Mixto,,,-45.814789,-67.443525,141.02,Gas
Argentina,Sudoeste,Gas natural,,"Córdoba, Córdoba",Activa,140,3/6/05,EPEC,Estatal,"Córdoba, Córdoba",Estatal,,https://www.epec.com.ar/,-31.463,-64.2388,140,Gas
Argentina,Central Térmica Roca,Gas natural,,"General Roca, Río Negro",Activa,130,17/06/1905,Albanesi S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://www.albanesi.com.ar/,-31.8919,-60.0106,130,Gas
Argentina,Villa Gesell,Gas natural,,"Villa Gesell, Buenos Aires",Activa,130,,Centrales de la Costa Atlántica S.A.,Privado,"La Plata, Provincia de Buenos Aires",Privado,,https://www.centralesdelacosta.com.ar/,-37.2487,-56.9973,130,Gas
Argentina,Central Termoeléctrica Río Turbio,Carbón,,"Río Turbio, Santa Cruz",En construcción,240,,YCRT - Yacimiento Carbonífero Río Turbio,Estatal,Ciudad de Buenos Aires,Privado,,https://www.ycrt.gob.ar/yacimientoypuntaloyola/#usina,-51.5445,-72.2348,,
Argentina,La Plata Cogeneración,Gas natural,,"Ensenada, Buenos Aires",Activa,128,19/06/1905,YPF S.A.,Mixto,Ciudad de Buenos Aires,Mixto,,https://www.ypfluz.com/Activa/LaPlataCogeneracion,-34.889,-57.9206,128,Gas
Argentina,Patagonia,Gas natural,Otro,"Escalante, Chubut",Activa,123.7,1/1/01,Energía del Sur S.A.,Privado,"Comodoro Rivadavia, Chubut",Privado,,http://web.edssa.com.ar/,-45.7934,-67.5145,123.7,Gas
Argentina,Central Térmica Independencia,Gas natural,,"San Miguel de Tucumán, Tucumán",Activa,120,17/06/1905,Albanesi S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://www.albanesi.com.ar/en_central_termica_independencia.php,-26.8666,-65.2247,120,Gas
Argentina,Alto Valle,Gas natural,Otro,"Confluencia, Neuquén",Activa,97.5,22/05/1905,Orazul Energy S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://orazul.com.ar/,-38.9524,-68.0218,97.5,Gas
Argentina,General Levalle,Gas natural,Petróleo,"Presidente Roque Sáenz Peña, Córdoba",Activa,72.78,,EPEC,Estatal,"Córdoba, Córdoba",Estatal,,https://www.epec.com.ar/,-34.0364,-63.9217,72.78,Gas
Argentina,Dean Funes,Gas natural,Carbón,"Córdoba, Córdoba",Activa,70.12,20/05/1905,EPEC,Estatal,"Córdoba, Córdoba",Estatal,,https://www.epec.com.ar/,-31.3934,-64.2059,70.12,Gas
Argentina,Dique,Gas natural,Petróleo,"Ensenada, Buenos Aires",Activa,68.44,22/05/1905,EDELAP SA,Privado,"Ensenada, Provincia de Buenos Aires",Privado,,https://www.edelap.com.ar/,-34.8902,-57.933,68.44,Gas
Argentina,Filo Morado,Gas natural,,"Pehuenches, Neuquén",Activa,67.5,,YPF S.A. - IATE S.A.,Mixto,Ciudad de Buenos Aires,Mixto,,https://www.ypfluz.com/,-37.2742,-69.652,67.5,Gas
Argentina,Generación Frías,Gas natural,,"Guasayán, Santiago del Estero",Activa,60,7/7/05,Albanesi S.A.,Privado,Ciudad de Buenos Aires,Privado,,http://www.albanesi.com.ar/en_central_termica_frias.php,-28.6072,-65.1228,60,Gas
Chile,Guacolda,Carbón,Coque de petróleo,"Huasco, III Región de Atacama",Activa,760,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-28.4673,-71.2573,760,Carbón
Chile,Laguna Verde (U1 U2 Tg),Petróleo,,"Valparaíso, V Región de Valparaíso",Activa,65,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-33.1032,-71.6772,65,Petróleo
Chile,Los Vientos,Petróleo,,"San Felipe de Aconcagua, V Región de Valparaíso",Activa,131,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-32.8439,-71.0128,131,Petróleo
Chile,Santa Lidia,Petróleo,,"Bío-Bío, VIII Región del Biobío",Activa,138,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-37.093,-72.3164,138,Petróleo
Chile,Termoeléctrica Norgener (Nto2),Carbón,Coque de petróleo,"Tocopilla, II Región de Antofagasta",Activa,259,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-22.097,-70.2109,259,Carbón
Chile,Ventanas,Carbón,,"Valparaíso, V Región de Valparaíso",Activa,322,,AES Gener S.A.,Privado,Santiago de Chile,Privado,,,-32.7493,-71.4812,322,Carbón
Chile,Termoeléctrica Angamos 1 (Ang1) & 2 (Ang2),Carbón,,"Antofagasta, II Región de Antofagasta",Activa,488,,Angamos,Privado,Santiago de Chile,Privado,,,-23.0677,-70.369,488,Carbón
Chile,Termoeléctrica Tarapaca,Carbón,Petróleo,"Iquique, I Región de Tarapacá",Activa,172,,Celta,Privado,Santiago de Chile,Privado,,,-20.8057,-70.1928,172,Carbón
Chile,Antilhue,Petróleo,,"Valdivia, XIV Región de Los Ríos",Activa,101,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-39.8009,-73.1852,101,Petróleo
Chile,Candelaria,Gas natural,,"Cachapoal, VI Región del Libertador General Bernardo O'Higgins",Activa,254,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-34.0339,-70.6138,254,Gas
Chile,Los Pinos,Petróleo,,"Bío-Bío, VIII Región del Biobío",Activa,103,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-37.0854,-72.3247,103,Petróleo
Chile,Nehuenco,Gas natural,,"Quillota, V Región de Valparaíso",Activa,875,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-32.9366,-71.3231,875,Gas
Chile,Santa Maria,Carbón,,"Concepción, VIII Región del Biobío",Activa,342,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-37.042,-73.13,342,Carbón
Chile,Yungay,Petróleo,,"Bío-Bío, VIII Región del Biobío",Activa,199,,Duke Energy,Privado,Santiago de Chile,Privado,,,-37.1055,-72.2933,199,Petróleo
Chile,Diesel Tamaya (Suta),Petróleo,,"Tocopilla, II Región de Antofagasta",Activa,99,,Engie Energía Chile,Privado,Santiago de Chile,Privado,,,-22.1591,-70.0894,99,Petróleo
Chile,Termoeléctrica Mejillones (Ctm1),Carbón,Coque de petróleo,"Antofagasta, II Región de Antofagasta",Activa,319,,Engie Energía Chile,Privado,Santiago de Chile,Privado,,,-23.0854,-70.41,319,Carbón
Chile,Termoeléctrica Tocopilla (U12),Carbón,Coque de petróleo,"Tocopilla, II Región de Antofagasta",Activa,1001,,Engie Energía Chile,Privado,Santiago de Chile,Privado,,,-22.091,-70.2126,"1,001",Carbón
Chile,Nueva Ventanas,Carbón,,"Valparaíso, V Región de Valparaíso",Activa,249,,Electrica Ventanas,Privado,Santiago de Chile,Privado,,,-32.7498,-71.4832,249,Carbón
Chile,Emelda,Petróleo,,"Chañaral, III Región de Atacama",Activa,69,,Emelda S.A.,Privado,Santiago de Chile,Privado,,,-26.3803,-70.0222,69,Petróleo
Chile,Campiche,Carbón,,"Valparaíso, V Región de Valparaíso",Activa,249,,Empresa Electrica Campiche S.A.,Privado,Santiago de Chile,Privado,,,-32.7483,-71.4833,249,Carbón
Chile,Huasco,Petróleo,,"Huasco, III Región de Atacama",Activa,58,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-28.4707,-71.2526,58,Petróleo
Chile,Bocamina (I-Ii),Carbón,,"Concepción, VIII Región del Biobío",Activa,478,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-37.0215,-73.1673,478,Carbón
Chile,Quintero,Petróleo,,"Valparaíso, V Región de Valparaíso",Activa,255,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-32.7871,-71.4855,255,Petróleo
Chile,San Isidro I,Gas natural,,"Valparaíso, V Región de Valparaíso",Activa,379,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-32.946,-71.3388,379,Gas
Chile,San Isidro Ii,Gas natural,,"Valparaíso, V Región de Valparaíso",Activa,406,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-32.946,-71.3388,406,Gas
Chile,Taltal,Gas natural,,"Antofagasta, II Región de Antofagasta",Activa,244,,Enel Generación Chile,Privado,Santiago de Chile,Privado,,,-24.9888,-70.466,244,Gas
Chile,El Peñón,Petróleo,,"Elqui, IV Región de Coquimbo",Activa,81,,Enlasa,Privado,Santiago de Chile,Privado,,,-30.1418,-71.2296,81,Petróleo
Chile,San Lorenzo De Diego De Almagro (U1-U2-U3),Petróleo,,"Chañaral, III Región de Atacama",Activa,62,,Enlasa,Privado,Santiago de Chile,Privado,,,-26.4004,-70.038,62,Petróleo
Chile,Teno,Petróleo,,"Curicó, VII Región del Maule",Activa,59,,Enlasa,Privado,Santiago de Chile,Privado,,,-34.8686,-71.1419,59,Petróleo
Chile,Trapen,Petróleo,,"Llanquihue, X Región de Los Lagos",Activa,81,,Enlasa,Privado,Santiago de Chile,Privado,,,-41.5177,-73.0768,81,Petróleo
Chile,Atacama (Cc1-Cc2),Gas natural,,"Antofagasta, II Región de Antofagasta",Activa,768,1997,Gasatacama,Privado,"Antofagastaa, II Región de Antofagasta",Privado,,,-23.0898,-70.4168,768,Gas
Chile,Termopacifico,Petróleo,,"Copiapó, III Región de Atacama",Activa,86,,Generadora Del Pacifico S.A.,Privado,Santiago de Chile,Privado,,,-27.492,-70.3818,86,Petróleo
Chile,Termoeléctrica Hornitos (Cth),Carbón,,"Los Andes, V Región de Valparaíso",Activa,154,,Colbun S.A.,Privado,Santiago de Chile,Privado,,,-32.9006,-70.2633,154,Carbón
Chile,Cardones,Petróleo,,"Copiapó, III Región de Atacama",Activa,152,,Central Cardones S.A.,Privado,"Copiapó, III Región de Atacama",Privado,,,-27.4876,-70.3864,152,Petróleo
Chile,Petropower,Coque de petróleo,,"Concepción, VIII Región del Biobío",Activa,63,,ENAP,Estatal,Santiago de Chile,Estatal,,,-36.7873,-73.1217,63,Otro
Chile,Olivos,Petróleo,,"Choapa, IV Región de Coquimbo",Activa,115,,Potencia S.A.,Privado,IV Región de Coquimbo,Privado,,,-31.9353,-71.4769,115,Petróleo
Chile,Nueva Renca,Petróleo,,"Santiago, Región Metropolitana de Santiago",Activa,370,,Soc. Electrica Santiago S.A.,Privado,Santiago de Chile,Privado,,,-33.4184,-70.687,370,Petróleo
Chile,Renca,Petróleo,,"Santiago, Región Metropolitana de Santiago",Activa,92,,Soc. Electrica Santiago S.A.,Privado,Santiago de Chile,Privado,,,-33.4173,-70.6886,92,Petróleo
Chile,Colmito,Petróleo,,"Valparaíso, V Región de Valparaíso",Activa,58,,Termoelectrica Colmito,Privado,Santiago de Chile,Privado,,,-32.9304,-71.474,58,Petróleo
Chile,Los Espinos,Petróleo,,"Choapa, IV Región de Coquimbo",Activa,124,,Termoelectrica Los Espinos S.A.,Privado,Santiago de Chile,Privado,,,-31.883,-71.4503,124,Petróleo
Uruguay,Punta del Tigre A,Petróleo,,Departamento de San José,Activa,300,2006,Administración Nacional de Usinas y Trasmisiones Eléctricas UTE,Estatal,Montevideo,Pública,,https://www.ute.com.uy/,-34.75,-56.5422,300,Petróleo
Uruguay,Punta del Tigre B,Gas natural,,Departamento de San José,Activa,532.22,2019,Administración Nacional de Usinas y Trasmisiones Eléctricas UTE,Estatal,Montevideo,Pública,,https://www.ute.com.uy/,-34.752322,-56.542687,532.22,Gas
Uruguay,Punta del Tigre 7 y 8,Gas natural,,Departamento de San José,Activa,50,2013,Administración Nacional de Usinas y Trasmisiones Eléctricas UTE,Estatal,Montevideo,Pública,,https://www.ute.com.uy/,-34.7498,-56.5411,50,Gas
